世代,個体No,実値,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
2039,42,6.000,60.000,0.31,0.12,0.41,0.02,0.37,0.93,0.10,0.52,1.00,0.42
2040,21,8.000,80.000,0.34,0.02,0.05,0.98,0.62,0.52,0.80,0.25,0.87,0.62
2041,5,8.000,80.000,0.28,0.51,0.03,0.13,0.45,0.99,0.64,0.31,0.80,0.60
2042,55,6.000,60.000,0.20,0.55,0.42,0.67,0.97,0.93,0.56,0.91,0.54,0.27
2043,76,8.000,80.000,0.19,0.54,0.35,0.62,0.18,0.74,0.30,0.29,0.76,0.67
2044,99,8.000,80.000,0.04,0.74,0.42,0.74,0.86,0.97,0.23,0.70,0.93,0.73
2045,4,3.000,30.000,0.24,0.45,0.16,0.16,0.90,0.88,0.51,0.67,0.26,0.20
2046,53,3.000,30.000,0.26,0.43,0.28,0.30,0.28,0.91,0.45,0.08,0.15,0.43
2047,21,3.000,30.000,0.46,0.37,0.10,0.84,0.11,0.76,0.80,0.32,0.09,0.18
2048,93,8.000,80.000,0.28,0.29,0.21,0.14,0.91,0.98,0.23,0.83,0.54,0.79
2049,58,4.000,40.000,0.07,0.07,0.43,0.47,0.98,0.21,0.98,0.27,0.90,0.81
2050,94,8.000,80.000,0.43,0.13,0.04,0.80,0.91,0.98,0.15,0.73,0.78,0.91
2051,3,6.000,60.000,0.29,0.34,0.20,0.38,0.58,0.99,0.48,0.43,0.59,0.38
2052,99,6.000,60.000,0.06,0.68,0.01,0.87,0.41,0.62,0.83,0.32,0.56,0.49
2053,15,1.000,10.000,0.18,0.86,0.53,0.59,0.55,0.10,0.38,0.08,0.73,0.11
2054,15,3.000,30.000,0.30,0.65,0.22,0.85,0.27,0.96,0.18,0.38,0.35,0.37
2055,4,3.000,30.000,0.41,0.20,0.09,0.25,0.82,0.55,0.68,0.78,0.43,0.79
2056,72,8.000,80.000,0.03,0.60,0.07,0.87,0.69,0.96,0.79,0.23,0.75,0.56
2057,86,8.000,80.000,0.16,0.02,0.16,0.56,0.59,0.55,0.14,0.23,0.79,0.61
2058,46,8.000,80.000,0.10,0.05,0.11,0.81,0.02,0.72,0.12,0.69,0.95,0.78
2059,26,8.000,80.000,0.11,0.97,0.43,0.13,0.12,0.73,0.81,0.44,0.58,0.63
2060,73,8.000,80.000,0.35,0.61,0.46,0.73,0.83,0.67,0.36,0.37,0.52,0.96
2061,89,6.000,60.000,0.00,0.13,0.21,0.78,0.30,0.76,0.53,0.74,0.80,0.33
2062,60,8.000,80.000,0.42,0.71,0.50,0.24,0.58,0.54,0.55,0.85,0.51,0.84
2063,48,1.000,10.000,0.94,0.70,0.14,0.29,0.62,0.80,0.45,0.93,0.02,0.42
2064,28,8.000,80.000,0.18,0.02,0.47,0.08,0.49,0.54,0.42,0.23,0.61,0.73
2065,58,3.000,30.000,0.07,0.61,0.21,0.51,0.22,0.60,0.34,0.51,0.36,0.35
2066,18,3.000,30.000,0.00,0.11,0.12,0.59,0.75,0.77,0.92,0.48,0.34,0.48
2067,59,6.000,60.000,0.11,0.84,0.47,0.94,0.86,0.76,0.13,0.89,0.56,0.04
2068,12,8.000,80.000,0.45,0.08,0.47,0.15,0.61,0.78,0.59,0.28,0.55,1.00
2069,51,8.000,80.000,0.33,0.05,0.25,0.57,0.55,0.82,0.47,0.62,0.59,0.96
2070,18,1.000,10.000,0.91,0.60,0.17,0.52,0.88,0.87,0.81,0.94,0.01,0.07
2071,42,8.000,80.000,0.16,0.15,0.04,0.38,0.68,0.82,0.53,0.19,0.96,0.98
2072,41,3.000,30.000,0.24,0.59,0.80,0.59,0.68,0.42,0.84,0.21,0.46,0.62
2073,15,8.000,80.000,0.26,0.81,0.34,0.47,0.51,0.55,0.82,0.78,0.55,0.73
2074,82,8.000,80.000,0.26,0.63,0.27,0.09,0.77,0.86,0.56,0.61,0.55,0.66
2075,18,8.000,80.000,0.30,0.71,0.25,0.18,0.80,0.52,0.68,0.77,0.60,0.83
2076,16,3.000,30.000,0.27,0.61,0.11,0.87,0.34,0.96,0.94,0.67,0.44,0.19
2077,2,4.000,40.000,0.04,0.53,0.04,0.99,0.44,0.07,0.55,0.17,0.61,0.88
2078,68,8.000,80.000,0.37,0.53,0.44,0.86,0.52,0.82,0.76,0.88,0.79,0.81
2079,83,6.000,60.000,0.39,0.46,0.02,0.79,0.84,0.88,0.92,0.19,0.59,0.41
2080,53,8.000,80.000,0.23,0.74,0.30,0.88,0.45,0.95,0.35,0.08,0.57,0.62
2081,20,8.000,80.000,0.39,0.35,0.42,0.61,0.72,0.60,0.73,0.78,0.87,0.58
2082,1,0.000,0.000,0.44,0.31,0.74,0.54,0.62,0.61,0.38,0.87,0.71,0.17
2083,38,1.000,10.000,0.78,0.78,0.00,0.15,0.69,0.52,0.73,0.92,0.97,0.93
2084,71,3.000,30.000,0.41,0.82,0.45,0.34,0.53,0.59,0.15,0.20,0.47,0.74
2085,66,6.000,60.000,0.01,0.20,0.12,0.50,0.77,0.64,0.68,0.72,0.98,0.42
2086,28,4.000,40.000,0.33,0.09,0.22,0.10,0.78,0.08,0.59,0.59,0.82,0.99
2087,50,8.000,80.000,0.12,0.37,0.39,0.18,0.18,0.74,0.46,0.95,0.80,0.53
2088,27,6.000,60.000,0.46,0.22,0.42,0.64,0.30,0.88,0.16,0.67,0.93,0.39
2089,68,8.000,80.000,0.38,0.39,0.35,0.42,0.66,0.63,0.80,0.06,0.89,0.67
2090,10,8.000,80.000,0.36,0.72,0.30,0.88,0.32,0.55,0.09,0.59,0.69,0.72
2091,11,3.000,30.000,0.21,0.93,0.22,0.96,0.38,0.73,0.71,0.31,0.10,0.35
2092,46,8.000,80.000,0.31,0.15,0.09,0.71,0.07,0.81,0.12,0.35,0.67,0.87
2093,80,6.000,60.000,0.48,0.94,0.29,0.09,0.37,0.63,0.47,0.22,0.50,0.21
2094,30,3.000,30.000,0.06,0.02,0.03,0.54,0.79,0.84,0.74,0.40,0.29,0.18
2095,78,4.000,40.000,0.47,0.61,0.24,0.86,0.25,0.22,0.54,0.32,0.88,0.63
2096,30,8.000,80.000,0.18,0.61,0.27,0.48,0.62,0.51,0.87,0.37,0.63,0.68
2097,69,6.000,60.000,0.25,0.96,0.40,0.41,0.83,0.58,0.43,0.35,0.66,0.41
2098,54,1.000,10.000,0.64,0.76,0.25,0.12,0.92,0.58,0.73,0.00,0.98,0.64
2099,58,6.000,60.000,0.07,0.43,0.15,0.27,0.21,0.98,0.45,0.84,0.79,0.13
2100,57,8.000,80.000,0.19,0.21,0.22,0.30,0.57,0.58,0.37,0.01,0.53,0.83
2101,25,8.000,80.000,0.07,0.32,0.13,0.68,0.98,0.69,0.93,0.65,0.77,0.65
2102,57,8.000,80.000,0.15,0.89,0.12,0.79,0.37,0.68,0.38,0.62,0.51,0.81
2103,69,4.000,40.000,0.25,0.29,0.04,0.67,0.39,0.48,0.57,0.70,0.34,0.63
2104,89,6.000,60.000,0.06,0.23,0.49,0.04,0.89,0.96,0.27,0.77,0.86,0.36
2105,92,8.000,80.000,0.01,1.00,0.06,0.15,0.78,0.96,0.47,0.76,0.96,0.77
2106,47,8.000,80.000,0.10,0.07,0.21,0.95,0.11,0.88,0.39,0.76,0.97,0.91
2107,51,8.000,80.000,0.09,0.50,0.03,0.37,0.48,0.56,0.62,0.30,0.62,0.77
2108,70,8.000,80.000,0.39,0.87,0.02,0.80,0.83,0.88,0.33,0.63,0.62,0.89
2109,11,6.000,60.000,0.29,0.17,0.03,0.64,0.85,0.59,0.83,0.27,0.86,0.18
2110,58,6.000,60.000,0.13,0.29,0.45,0.67,0.57,0.50,0.05,0.67,0.98,0.41
2111,64,4.000,40.000,0.41,0.55,0.28,0.26,0.64,0.03,0.57,0.29,0.29,0.92
2112,7,8.000,80.000,0.23,0.64,0.39,0.01,0.85,0.91,0.88,0.83,0.65,0.78
2113,82,3.000,30.000,0.04,0.47,0.69,0.06,0.64,0.05,0.62,0.13,0.48,0.60
2114,37,8.000,80.000,0.26,0.24,0.25,0.15,0.05,0.69,0.23,0.06,0.78,0.79
2115,10,8.000,80.000,0.13,0.38,0.01,0.84,0.83,0.60,0.23,0.06,0.61,0.96
2116,87,6.000,60.000,0.08,0.09,0.38,0.23,0.67,0.62,0.24,0.62,0.57,0.04
2117,69,6.000,60.000,0.36,0.29,0.19,0.81,0.03,0.84,0.80,0.69,0.60,0.04
2118,61,1.000,10.000,0.01,0.79,0.23,0.39,0.41,0.35,0.27,0.15,0.84,0.65
2119,45,8.000,80.000,0.43,0.13,0.16,0.55,0.27,0.73,0.77,0.34,0.60,0.73
2120,28,8.000,80.000,0.24,0.30,0.25,0.20,0.59,1.00,0.96,0.68,0.68,0.72
2121,4,8.000,80.000,0.47,0.47,0.26,0.89,0.66,0.71,0.39,0.64,0.61,0.91
2122,47,3.000,30.000,0.00,0.45,0.19,0.14,0.05,0.93,0.01,0.91,0.22,0.10
2123,57,3.000,30.000,0.41,0.33,0.46,0.69,0.24,0.92,0.07,0.36,0.04,0.72
2124,90,3.000,30.000,0.21,0.58,0.66,0.43,0.39,0.50,0.55,0.57,0.76,0.58
2125,2,8.000,80.000,0.43,0.42,0.42,0.33,0.57,0.76,0.47,0.93,0.87,0.60
2126,92,3.000,30.000,0.23,0.01,0.36,0.23,0.52,0.96,0.44,0.35,0.13,0.25
2127,55,6.000,60.000,0.03,0.72,0.38,0.18,0.66,0.70,0.98,0.89,0.93,0.06
2128,49,8.000,80.000,0.32,0.09,0.27,0.06,0.37,0.50,0.13,0.64,0.65,0.96
2129,24,8.000,80.000,0.15,0.40,0.02,0.13,0.14,0.68,0.55,0.46,0.93,0.59
2130,61,6.000,60.000,0.27,0.16,0.46,0.62,0.72,0.58,0.71,0.15,0.55,0.48
2131,79,3.000,30.000,0.12,0.83,0.79,0.22,0.54,0.16,0.64,0.15,0.20,0.92
2132,46,3.000,30.000,0.13,0.54,0.13,0.17,0.21,0.54,0.44,0.70,0.10,0.29
2133,30,0.000,0.000,0.13,0.71,0.95,0.53,0.57,0.66,0.49,0.98,0.84,0.27
2134,36,3.000,30.000,0.05,0.70,0.72,0.67,0.63,0.28,0.54,0.03,0.99,0.90
2135,56,4.000,40.000,0.06,0.51,0.20,0.26,0.42,0.46,0.85,0.18,0.39,0.57
2136,36,3.000,30.000,0.42,0.57,0.10,0.49,0.18,0.66,0.91,0.89,0.13,0.87
2137,37,8.000,80.000,0.03,0.35,0.30,0.12,0.22,0.60,0.24,0.23,1.00,0.56
2138,6,1.000,10.000,0.37,0.73,0.99,0.33,0.81,0.35,0.15,0.40,0.83,0.25
2139,3,4.000,40.000,0.04,0.23,0.12,0.81,0.98,0.18,0.91,0.33,0.09,0.76
2140,96,8.000,80.000,0.43,0.55,0.13,0.69,0.16,0.63,0.15,0.26,0.79,0.88
2141,56,6.000,60.000,0.34,0.10,0.32,0.57,0.10,0.87,0.31,0.20,0.87,0.13
2142,77,6.000,60.000,0.37,0.91,0.05,0.15,0.11,0.77,0.91,0.46,0.65,0.35
2143,20,6.000,60.000,0.21,0.62,0.04,0.67,0.53,0.50,0.07,1.00,0.77,0.43
2144,26,4.000,40.000,0.38,0.55,0.15,0.30,0.83,0.43,0.75,0.27,0.21,0.83
2145,61,8.000,80.000,0.01,0.83,0.43,0.75,0.15,0.95,0.67,0.13,0.99,0.74
2146,40,8.000,80.000,0.03,0.67,0.46,0.50,0.78,0.75,0.39,0.82,0.94,0.76
2147,90,8.000,80.000,0.12,0.67,0.05,0.73,0.87,0.80,0.28,0.01,0.92,0.51
2148,46,6.000,60.000,0.17,0.49,0.49,0.79,0.44,0.99,0.08,0.64,0.76,0.17
2149,4,3.000,30.000,0.47,0.25,0.92,0.56,0.37,0.42,0.70,0.45,0.19,0.61
2150,46,8.000,80.000,0.28,0.30,0.08,0.29,0.83,1.00,0.80,0.87,0.74,0.74
2151,30,8.000,80.000,0.11,0.79,0.46,0.97,0.23,0.62,0.95,0.39,0.92,0.62
2152,24,6.000,60.000,0.17,0.44,0.46,0.54,0.03,0.61,0.91,0.82,0.66,0.28
2153,26,8.000,80.000,0.15,0.74,0.19,0.65,0.96,0.69,0.64,0.49,0.58,0.82
2154,38,8.000,80.000,0.06,0.36,0.10,0.84,0.33,0.52,0.25,0.46,0.79,0.98
2155,52,3.000,30.000,0.04,0.47,0.16,0.62,0.09,0.52,0.10,0.49,0.12,0.85
2156,35,8.000,80.000,0.37,0.09,0.43,0.52,0.11,0.82,0.73,0.04,0.61,0.95
2157,9,8.000,80.000,0.36,0.67,0.46,0.05,0.55,0.99,0.86,0.99,0.70,0.85
2158,47,3.000,30.000,0.06,0.99,0.27,0.49,0.15,0.55,0.02,0.15,0.09,0.34
2159,86,8.000,80.000,0.41,0.72,0.08,0.81,0.08,0.56,0.94,0.43,0.63,0.71
2160,73,8.000,80.000,0.05,0.25,0.35,0.59,0.39,0.58,0.17,0.79,0.70,0.85
2161,59,8.000,80.000,0.27,0.61,0.46,0.91,0.45,0.75,0.73,0.71,0.90,0.75
2162,54,6.000,60.000,0.49,0.25,0.45,0.68,0.95,0.87,0.27,0.25,0.79,0.06
2163,1,6.000,60.000,0.46,0.85,0.42,0.14,0.67,0.93,0.02,0.89,0.83,0.34
2164,5,3.000,30.000,0.03,0.50,0.38,0.76,0.56,0.74,0.96,0.58,0.02,0.85
2165,87,6.000,60.000,0.20,0.99,0.16,0.03,0.60,0.56,0.81,0.61,0.85,0.18
2166,21,6.000,60.000,0.19,0.73,0.35,0.84,0.42,0.66,0.37,0.84,0.83,0.35
2167,9,8.000,80.000,0.03,0.06,0.35,0.82,0.93,0.97,0.83,0.93,0.69,0.89
2168,1,6.000,60.000,0.05,0.26,0.43,0.69,0.19,0.86,0.81,0.83,0.84,0.03
2169,27,6.000,60.000,0.22,0.08,0.34,0.95,0.09,0.77,0.84,0.71,0.96,0.43
2170,90,8.000,80.000,0.42,0.47,0.11,0.36,0.31,0.66,0.70,0.74,0.85,0.93
2171,86,6.000,60.000,0.47,0.75,0.33,0.32,0.77,0.66,0.13,0.71,0.81,0.32
2172,45,6.000,60.000,0.37,0.05,0.04,0.77,0.68,0.98,0.02,0.46,0.95,0.46
2173,9,8.000,80.000,0.10,0.07,0.07,0.62,0.61,0.59,0.37,0.90,0.96,0.93
2174,11,8.000,80.000,0.16,0.90,0.48,0.60,0.01,0.51,0.39,0.30,0.72,0.81
2175,8,8.000,80.000,0.08,0.03,0.12,0.41,0.76,0.69,0.74,0.29,0.51,0.85
2176,6,3.000,30.000,0.43,0.85,0.06,0.53,0.15,0.64,0.27,0.44,0.07,0.74
2177,12,3.000,30.000,0.26,0.84,0.03,0.48,0.28,0.86,0.38,0.77,0.08,0.33
2178,44,6.000,60.000,0.16,0.11,0.14,0.47,0.17,0.65,0.90,0.10,0.51,0.01
2179,5,1.000,10.000,0.49,0.50,0.24,0.20,0.38,0.46,0.17,0.29,0.28,0.46
2180,59,4.000,40.000,0.23,0.37,0.24,0.97,0.10,0.04,0.80,0.10,0.46,0.71
2181,61,4.000,40.000,0.18,0.41,0.34,0.25,0.72,0.19,0.83,0.41,0.12,0.56
2182,8,8.000,80.000,0.36,0.79,0.50,0.66,0.50,0.54,0.73,0.25,0.99,0.71
2183,48,4.000,40.000,0.48,0.39,0.13,1.00,0.85,0.49,0.60,0.08,0.30,0.77
2184,58,3.000,30.000,0.13,0.44,0.48,0.97,0.39,0.79,0.11,0.70,0.17,0.47
2185,77,3.000,30.000,0.35,0.62,0.42,0.11,0.61,0.95,0.99,0.76,0.31,0.03
2186,61,8.000,80.000,0.19,0.34,0.41,0.69,0.45,0.77,0.21,0.53,0.95,0.94
2187,73,6.000,60.000,0.00,0.10,0.07,0.64,0.46,0.93,0.10,0.92,0.70,0.45
2188,13,6.000,60.000,0.08,0.76,0.28,0.80,0.28,0.91,0.19,0.86,0.55,0.49
2189,27,4.000,40.000,0.33,0.71,0.29,0.51,0.91,0.28,0.56,0.53,0.55,0.51
2190,37,4.000,40.000,0.01,0.48,0.23,0.91,0.97,0.16,0.62,0.17,0.06,0.73
2191,74,3.000,30.000,0.08,0.86,0.44,0.03,0.38,0.54,0.89,0.33,0.20,0.85
2192,73,4.000,40.000,0.48,0.48,0.45,0.13,0.80,0.17,0.67,0.66,0.31,0.77
2193,74,6.000,60.000,0.37,0.62,0.14,0.49,1.00,0.76,0.75,0.80,0.61,0.38
2194,44,4.000,40.000,0.02,0.83,0.10,0.69,0.50,0.35,0.75,0.08,0.66,0.54
2195,9,8.000,80.000,0.02,0.83,0.30,0.82,0.04,0.76,0.30,0.45,0.88,0.79
2196,65,6.000,60.000,0.29,0.99,0.36,0.14,0.93,0.67,0.63,0.56,0.69,0.02
2197,67,8.000,80.000,0.03,0.45,0.09,0.39,0.98,0.93,0.29,0.51,0.79,0.51
2198,59,8.000,80.000,0.45,0.89,0.39,0.92,0.69,0.53,0.30,0.47,0.63,0.54
2199,76,6.000,60.000,0.32,0.23,0.33,0.74,0.29,0.63,0.32,0.78,0.65,0.30
2200,45,8.000,80.000,0.43,0.52,0.20,0.30,0.46,0.61,0.96,0.15,0.84,0.76
2201,71,8.000,80.000,0.17,0.83,0.41,0.11,0.83,0.66,0.96,0.03,0.79,0.53
2202,60,8.000,80.000,0.21,0.24,0.05,0.94,0.12,0.72,0.78,0.47,0.54,0.72
2203,72,6.000,60.000,0.26,0.94,0.15,0.41,0.98,0.95,0.51,0.38,0.81,0.46
2204,45,6.000,60.000,0.47,0.29,0.44,0.03,0.05,0.94,0.44,0.38,0.83,0.40
2205,16,8.000,80.000,0.04,0.54,0.30,0.38,0.95,0.69,0.41,0.12,0.98,0.56
2206,40,4.000,40.000,0.05,0.42,0.37,0.23,0.23,0.19,0.80,0.54,0.41,0.55
2207,74,1.000,10.000,0.41,0.50,0.93,0.10,0.21,0.26,0.17,0.27,0.03,0.45
2208,58,4.000,40.000,0.18,0.42,0.43,0.28,0.34,0.27,0.54,0.10,0.95,0.86
2209,78,8.000,80.000,0.17,0.90,0.23,0.57,0.74,0.70,0.55,0.62,0.71,0.50
2210,4,3.000,30.000,0.27,0.68,0.38,0.31,0.41,0.98,0.36,0.82,0.44,0.52
2211,59,6.000,60.000,0.17,0.23,0.15,0.98,0.58,0.63,0.62,0.04,0.55,0.26
2212,39,8.000,80.000,0.37,0.46,0.01,0.55,0.06,0.83,0.49,0.53,0.51,0.56
2213,66,4.000,40.000,0.00,0.34,0.05,0.92,0.52,0.40,0.60,0.70,0.45,0.55
2214,36,3.000,30.000,0.23,0.11,0.38,0.28,0.73,0.98,0.67,0.99,0.26,0.89
2215,40,8.000,80.000,0.16,0.82,0.45,0.08,0.22,0.88,0.22,0.62,0.61,0.66
2216,54,6.000,60.000,0.14,0.66,0.43,0.21,0.27,0.58,0.60,0.38,0.90,0.47
2217,95,6.000,60.000,0.35,0.34,0.32,0.90,0.56,0.61,0.36,0.41,0.69,0.30
2218,49,3.000,30.000,0.43,0.07,0.17,0.88,0.88,0.84,0.34,0.95,0.37,0.74
2219,15,4.000,40.000,0.17,0.79,0.22,0.99,0.83,0.36,0.66,0.83,0.02,0.69
2220,99,8.000,80.000,0.08,0.72,0.42,0.64,0.70,0.65,0.10,0.30,0.71,0.77
2221,1,6.000,60.000,0.22,0.74,0.29,0.54,0.35,0.58,0.68,0.12,0.57,0.47
2222,50,3.000,30.000,0.30,0.57,0.22,0.15,0.57,0.86,0.63,0.30,0.01,0.66
2223,83,3.000,30.000,0.16,0.69,0.25,0.67,0.97,0.58,0.87,0.22,0.02,0.25
2224,97,8.000,80.000,0.34,0.57,0.15,0.88,0.63,0.83,0.25,0.65,0.98,0.83
2225,21,6.000,60.000,0.25,0.04,0.06,0.93,0.33,0.56,0.55,0.96,0.80,0.24
2226,73,3.000,30.000,0.10,0.57,0.39,0.50,0.86,0.56,0.36,0.73,0.42,0.46
2227,22,6.000,60.000,0.35,0.99,0.24,0.28,0.58,0.79,0.40,0.11,0.69,0.01
2228,37,6.000,60.000,0.10,0.26,0.24,0.38,0.82,0.79,0.67,0.86,0.74,0.46
2229,75,6.000,60.000,0.09,0.48,0.40,0.18,0.82,0.79,0.03,0.28,0.54,0.33
2230,73,1.000,10.000,0.03,0.45,0.86,0.73,0.02,0.05,0.36,0.39,0.13,0.75
2231,2,8.000,80.000,0.02,1.00,0.48,0.86,0.19,0.51,0.66,0.35,0.84,0.64
2232,88,8.000,80.000,0.42,0.56,0.12,0.44,0.23,0.82,0.75,0.87,0.75,0.84
2233,81,8.000,80.000,0.06,0.99,0.40,0.25,0.69,0.91,0.24,0.87,0.57,0.86
2234,12,8.000,80.000,0.19,0.20,0.48,0.16,0.36,0.73,0.90,0.85,0.69,0.81
2235,62,6.000,60.000,0.27,0.94,0.38,0.50,0.45,0.98,0.21,0.21,0.93,0.34
2236,3,3.000,30.000,0.22,0.26,0.23,0.38,0.88,0.66,0.56,0.03,0.33,0.57
2237,74,8.000,80.000,0.33,0.45,0.32,0.11,0.82,0.94,0.12,0.74,0.84,0.70
2238,56,8.000,80.000,0.46,0.20,0.19,0.75,0.36,0.84,0.15,0.31,0.98,0.88
2239,65,6.000,60.000,0.02,0.64,0.09,0.37,0.57,0.73,0.53,0.59,0.50,0.05
2240,76,3.000,30.000,0.07,0.46,0.06,0.47,0.65,0.96,0.20,0.52,0.37,0.41
2241,37,8.000,80.000,0.02,0.28,0.25,0.23,0.11,0.99,0.01,0.97,0.81,0.98
2242,14,8.000,80.000,0.44,0.09,0.28,0.59,0.44,0.99,0.60,0.09,0.94,0.54
2243,86,6.000,60.000,0.33,0.16,0.07,0.07,0.58,1.00,0.34,0.90,0.64,0.29
2244,80,6.000,60.000,0.39,0.72,0.23,0.86,0.57,0.93,0.34,0.77,0.76,0.25
2245,32,0.000,0.000,0.08,0.90,0.94,0.68,0.22,0.69,0.75,0.73,0.93,0.55
2246,15,8.000,80.000,0.11,0.90,0.13,0.99,0.95,0.75,0.59,0.79,0.65,0.64
2247,5,6.000,60.000,0.44,0.64,0.19,0.08,0.66,0.79,0.04,0.57,0.63,0.40
2248,59,6.000,60.000,0.33,0.91,0.42,0.09,0.86,0.64,0.77,0.62,0.73,0.29
2249,29,3.000,30.000,0.22,0.18,0.81,0.95,0.93,0.07,0.82,0.96,0.71,0.73
2250,63,6.000,60.000,0.36,0.45,0.42,0.71,0.97,0.86,0.64,0.72,0.73,0.46
2251,55,4.000,40.000,0.27,0.79,0.10,0.98,0.10,0.04,0.85,0.15,0.69,0.63
2252,21,3.000,30.000,0.35,0.25,0.39,0.15,0.11,0.88,0.72,0.19,0.08,0.07
2253,59,8.000,80.000,0.42,0.42,0.11,0.61,0.10,0.85,0.38,0.17,0.80,0.93
2254,1,6.000,60.000,0.10,0.93,0.39,0.65,0.56,0.86,0.77,0.83,0.73,0.05
2255,77,6.000,60.000,0.45,0.80,0.17,0.07,0.87,0.96,0.82,0.43,0.59,0.18
2256,49,0.000,0.000,0.19,0.12,0.79,0.30,0.71,0.85,0.79,0.66,0.41,0.68
2257,14,8.000,80.000,0.33,0.86,0.32,0.21,0.24,0.94,0.28,0.11,0.80,0.92
2258,96,0.000,0.000,0.35,0.14,0.95,0.09,0.61,0.66,0.49,0.49,0.38,0.94
2259,23,3.000,30.000,0.16,0.93,0.09,0.67,0.73,0.82,0.49,0.58,0.05,0.73
2260,71,6.000,60.000,0.46,0.83,0.17,0.63,0.32,0.57,0.22,0.13,0.96,0.07
2261,52,8.000,80.000,0.35,0.68,0.34,0.63,0.91,0.75,0.14,0.12,0.92,0.51
2262,36,8.000,80.000,0.45,0.72,0.17,0.96,0.02,0.93,0.08,0.62,0.97,0.74
2263,20,6.000,60.000,0.41,0.35,0.44,0.88,0.98,0.57,0.42,0.91,0.70,0.10
2264,66,8.000,80.000,0.27,0.67,0.17,0.14,0.14,0.76,0.48,0.70,0.90,0.88
2265,4,3.000,30.000,0.12,0.89,0.21,0.12,0.21,0.61,0.62,0.48,0.02,0.44
2266,74,6.000,60.000,0.39,0.14,0.23,0.55,0.18,0.62,0.87,0.82,0.69,0.18
2267,22,6.000,60.000,0.28,0.89,0.03,0.74,0.85,1.00,0.39,0.28,0.95,0.04
2268,65,8.000,80.000,0.41,0.26,0.10,0.86,0.24,0.68,0.72,0.34,0.52,0.86
2269,21,1.000,10.000,0.32,0.86,0.68,0.88,0.65,0.37,0.48,0.23,0.36,0.86
2270,57,-2.000,-20.000,0.60,0.77,0.70,0.39,0.03,0.77,0.38,0.35,0.64,0.34
2271,85,8.000,80.000,0.18,0.51,0.38,0.33,0.11,0.93,0.98,0.80,0.77,0.73
2272,54,8.000,80.000,0.04,0.65,0.27,0.26,0.06,0.59,0.96,0.21,0.71,0.69
2273,13,6.000,60.000,0.10,0.53,0.27,0.52,0.76,0.59,0.57,0.47,0.58,0.32
2274,11,8.000,80.000,0.17,0.31,0.32,0.81,0.99,0.90,0.81,0.49,0.81,0.94
2275,80,1.000,10.000,0.20,0.53,0.06,0.59,0.28,0.30,0.33,0.45,0.23,0.44
2276,9,3.000,30.000,0.07,0.27,0.12,0.54,0.27,0.85,0.72,0.21,0.16,0.43
2277,46,8.000,80.000,0.08,0.18,0.01,0.32,0.44,0.99,0.05,0.32,0.97,0.60
2278,41,8.000,80.000,0.48,0.52,0.34,0.28,0.13,0.53,0.82,0.75,0.81,0.86
2279,67,8.000,80.000,0.17,0.20,0.45,0.77,0.91,1.00,0.31,0.03,0.59,0.81
2280,8,8.000,80.000,0.08,0.82,0.37,0.36,0.29,0.83,0.53,0.42,0.71,0.78
2281,60,8.000,80.000,0.11,0.36,0.25,0.59,0.33,0.85,0.83,0.19,0.88,0.54
2282,17,3.000,30.000,0.40,0.52,0.11,0.74,0.31,0.91,0.98,0.30,0.14,0.74
2283,51,8.000,80.000,0.10,0.88,0.17,0.65,0.20,0.81,0.45,0.73,0.86,0.62
2284,28,6.000,60.000,0.33,0.09,0.14,0.54,0.18,0.81,0.19,0.66,0.76,0.19
2285,40,8.000,80.000,0.04,0.97,0.31,0.70,0.73,0.85,0.47,0.39,0.68,0.99
2286,50,6.000,60.000,0.15,0.75,0.33,0.60,0.27,0.80,0.61,0.54,0.51,0.20
2287,32,3.000,30.000,0.20,0.47,0.46,0.81,0.08,0.62,0.58,0.62,0.44,0.13
2288,69,4.000,40.000,0.50,0.22,0.27,0.76,0.64,0.34,0.64,0.00,0.89,0.78
2289,14,1.000,10.000,0.79,0.79,0.24,0.79,0.65,0.75,0.05,0.08,0.28,0.71
2290,59,8.000,80.000,0.05,0.55,0.31,0.92,0.76,0.57,0.91,0.91,0.70,0.67
2291,60,8.000,80.000,0.49,0.59,0.28,0.37,0.77,0.70,0.57,0.26,0.82,0.55
2292,9,3.000,30.000,0.43,0.68,0.13,0.38,0.94,0.94,0.54,0.24,0.20,0.73
2293,53,6.000,60.000,0.34,0.42,0.36,0.84,0.63,0.63,0.16,0.58,0.52,0.29
2294,60,3.000,30.000,0.22,0.19,0.34,0.67,0.52,0.77,0.66,0.24,0.39,0.40
2295,64,4.000,40.000,0.09,0.33,0.20,0.89,0.30,0.48,0.84,0.20,0.90,0.83
2296,1,3.000,30.000,0.08,0.09,0.37,0.86,0.71,0.73,0.66,0.52,0.15,0.94
2297,39,3.000,30.000,0.32,0.72,0.53,0.46,0.45,0.43,0.65,0.26,0.72,0.54
2298,6,1.000,10.000,0.40,0.31,0.66,0.52,0.65,0.43,0.34,0.48,0.37,0.79
2299,74,8.000,80.000,0.38,0.80,0.01,0.13,0.70,0.96,0.80,0.23,0.53,0.78
2300,56,8.000,80.000,0.29,0.17,0.19,0.60,0.84,0.76,0.76,0.54,0.66,0.86
